timestamp,open,high,low,close,volume,RSI,MACD,MACD_signal,MACD_hist,SMA_50,SMA_200,HMA_50,BB_upper,BB_middle,BB_lower,ATR,OBV,Aroon_Up,Aroon_Down,Aroon_Oscillator
2023-10-29 05:00:00,34020.01,34035.11,34000.0,34032.35,287.18007,,,,,,,,,,,,287.18007,,,
2023-10-29 06:00:00,34032.36,34136.28,34017.39,34090.01,374.06757,,,,,,,,,,,,661.24764,,,
2023-10-29 07:00:00,34090.01,34126.92,34060.0,34076.61,318.0056,,,,,,,,,,,,343.24204000000003,,,
2023-10-29 08:00:00,34076.6,34259.21,34074.44,34241.64,733.3826,,,,,,,,,,,,1076.62464,,,
2023-10-29 09:00:00,34241.65,34300.0,34166.22,34210.31,854.40763,,,,,,,,,,,,222.21700999999996,,,
2023-10-29 10:00:00,34210.31,34212.44,34152.0,34171.48,407.04522,,,,,,,,,,,,-184.82821,,,
2023-10-29 11:00:00,34171.48,34321.89,34161.24,34253.81,883.71319,,,,,,,,,,,,698.88498,,,
2023-10-29 12:00:00,34253.81,34420.0,34253.8,34419.99,1217.61664,,,,,,,,,,,,1916.50162,,,
2023-10-29 13:00:00,34420.0,34511.62,34328.14,34379.99,1645.93594,,,,,,,,,,,,270.56567999999993,,,
2023-10-29 14:00:00,34379.99,34508.67,34327.66,34479.99,1071.50597,,,,,,,,,,,,1342.0716499999999,,,
2023-10-29 15:00:00,34479.99,34559.22,34403.04,34449.99,1406.32618,,,,,,,,,,,,-64.25453000000016,,,
2023-10-29 16:00:00,34449.99,34455.82,34372.0,34397.24,864.92711,,,,,,,,,,,,-929.1816400000001,,,
2023-10-29 17:00:00,34397.25,34744.38,34375.52,34562.41,2277.21772,,,,,,,,,,,,1348.0360799999999,,,
2023-10-29 18:00:00,34562.41,34750.11,34557.27,34682.0,1583.1173,,,,,,,,,,,,2931.1533799999997,,,
2023-10-29 19:00:00,34682.0,34698.0,34511.26,34561.97,859.99603,69.16122737534523,,,,,,,,,,171.12059465111994,2071.1573499999995,92.85714285714286,0.0,92.85714285714286
2023-10-29 20:00:00,34561.97,34637.06,34530.06,34573.45,653.2863,69.62341458645814,,,,,,,,,,164.29463708307912,2724.4436499999993,85.71428571428572,0.0,85.71428571428572
2023-10-29 21:00:00,34573.46,34651.26,34400.61,34437.44,763.99665,58.44712538337396,,,,,,,,,,173.17649700484864,1960.4469999999992,78.57142857142857,0.0,78.57142857142857
2023-10-29 22:00:00,34437.44,34720.0,34437.21,34702.45,1027.5648,68.91699756419456,,,,,,,,,,184.10703365617636,2988.0117999999993,71.42857142857143,0.0,71.42857142857143
2023-10-29 23:00:00,34702.45,34702.45,34453.59,34525.89,1023.9213,58.36555853960192,,,,,,,,,,190.38647994351984,1964.0904999999993,64.28571428571428,7.14285714285714,57.14285714285714
2023-10-30 00:00:00,34525.88,34570.51,34451.02,34460.02,744.53003,54.983377977377785,,,,,,,34772.88335622198,34385.452000000005,33998.02064377803,183.6825286740394,1219.5604699999994,57.14285714285714,0.0,57.14285714285714
2023-10-30 01:00:00,34460.03,34520.93,34405.0,34421.08,646.22287,53.02709817041365,,,,,,,34756.89647157309,34404.8885,34052.88052842691,177.42071157489502,573.3375999999995,50.0,0.0,50.0
2023-10-30 02:00:00,34421.09,34421.09,34181.47,34324.58,2171.76958,48.4285854925993,,,,,,,34740.37551847326,34416.617,34092.85848152674,183.05108738431784,-1598.4319800000007,42.85714285714286,100.0,-57.14285714285714
2023-10-30 03:00:00,34324.59,34328.54,34233.43,34270.42,677.29489,46.016624338534456,,,,,,,34718.87837290946,34426.3075,34133.73662709055,175.23966736251992,-2275.726870000001,35.71428571428571,92.85714285714286,-57.14285714285715
2023-10-30 04:00:00,34270.42,34347.54,34226.64,34322.23,675.76381,48.65124482374535,,,,,,,34714.72894131339,34430.337,34145.94505868661,170.49544901144137,-1599.963060000001,28.57142857142857,85.71428571428572,-57.14285714285715
2023-10-30 05:00:00,34322.22,34348.55,34225.0,34250.99,785.59137,45.3722315988367,,,,,,,34710.961956055646,34432.371,34153.78004394435,166.46085750286178,-2385.554430000001,21.42857142857143,78.57142857142857,-57.14285714285714
2023-10-30 06:00:00,34250.98,34322.7,34184.0,34301.19,914.7039,48.03028694739929,-1.2373747127203387,,,,,,34698.2279366136,34438.8565,34179.485063386404,164.10916195159638,-1470.850530000001,14.28571428571429,71.42857142857143,-57.14285714285714
2023-10-30 07:00:00,34301.18,34344.2,34114.74,34193.46,1561.43532,43.175144400547474,-15.067167163229897,,,,,,34704.97199299045,34435.839,34166.70600700955,169.57262697564082,-3032.285850000001,7.14285714285714,100.0,-92.85714285714286
2023-10-30 08:00:00,34193.46,34437.11,34161.1,34385.32,1613.6751,52.40296544009792,-10.425697804923402,,,,,,34704.06983753183,34434.1055,34164.141162468164,178.36398957802479,-1418.6107500000012,0.0,92.85714285714286,-92.85714285714286
2023-10-30 09:00:00,34385.33,34679.81,34383.79,34532.09,2111.40529,58.0192437172005,5.03774055618851,,,,,,34713.710305917215,34441.7105,34169.71069408279,187.97464141368738,692.794539999999,21.42857142857143,85.71428571428572,-64.28571428571429
2023-10-30 10:00:00,34532.1,34580.0,34425.02,34537.52,1055.42355,58.21568340925383,17.52872228576598,,,,,,34719.34803334352,34444.587,34169.82596665648,185.30685653463,1748.218089999999,14.28571428571429,78.57142857142857,-64.28571428571428
