Date,Open,High,Low,Close,Adj Close,Volume
2020-01-27,420.0,422.8999938964844,417.20001220703125,420.79998779296875,420.79998779296875,520
2020-01-28,420.0,429.20001220703125,419.5,427.1000061035156,427.1000061035156,327
2020-01-29,427.1000061035156,432.79998779296875,426.1000061035156,428.0,428.0,232
2020-01-30,427.6000061035156,438.8999938964844,424.20001220703125,436.1000061035156,436.1000061035156,454
2020-01-31,436.6000061035156,438.3999938964844,430.0,435.5,435.5,439
2020-02-03,434.29998779296875,439.0,418.79998779296875,422.79998779296875,422.79998779296875,659
2020-02-04,419.5,422.3999938964844,407.0,412.70001220703125,412.70001220703125,1143
2020-02-05,415.6000061035156,429.5,413.8999938964844,428.29998779296875,428.29998779296875,691
2020-02-06,428.1000061035156,434.8999938964844,428.1000061035156,433.20001220703125,433.20001220703125,358
2020-02-07,432.5,443.8999938964844,432.5,440.20001220703125,440.20001220703125,497
2020-02-10,440.20001220703125,450.8999938964844,440.20001220703125,446.0,446.0,721
2020-02-11,445.1000061035156,454.0,442.5,451.3999938964844,451.3999938964844,545
2020-02-12,451.0,457.0,447.8999938964844,454.5,454.5,493
2020-02-13,456.20001220703125,459.8999938964844,453.5,455.1000061035156,455.1000061035156,500
2020-02-14,451.5,452.79998779296875,445.8999938964844,449.29998779296875,449.29998779296875,247
2020-02-18,448.3999938964844,452.0,444.79998779296875,446.1000061035156,446.1000061035156,219
2020-02-19,451.20001220703125,464.1000061035156,451.20001220703125,460.29998779296875,460.29998779296875,536
2020-02-20,465.0,468.29998779296875,460.70001220703125,463.0,463.0,497
2020-02-21,462.0,464.5,459.20001220703125,460.1000061035156,460.1000061035156,373
2020-02-24,449.0,451.29998779296875,442.1000061035156,443.1000061035156,443.1000061035156,562
2020-02-25,440.20001220703125,442.79998779296875,433.20001220703125,435.29998779296875,435.29998779296875,434
2020-02-26,442.1000061035156,442.3999938964844,423.20001220703125,427.5,427.5,443
2020-02-27,418.8999938964844,419.1000061035156,409.5,412.0,412.0,387
2020-02-28,404.3999938964844,404.3999938964844,394.0,399.3999938964844,399.3999938964844,455
2020-03-02,402.8999938964844,416.1000061035156,397.70001220703125,415.6000061035156,415.6000061035156,109
2020-03-03,416.5,420.5,401.5,404.1000061035156,404.1000061035156,112
2020-03-04,403.1000061035156,413.5,398.5,410.20001220703125,410.20001220703125,62
2020-03-05,404.0,411.0,404.0,407.5,407.5,95
2020-03-06,406.70001220703125,406.70001220703125,394.1000061035156,400.3999938964844,400.3999938964844,88
2020-03-09,391.3999938964844,399.1000061035156,370.3999938964844,370.3999938964844,370.3999938964844,55
2020-03-10,377.6000061035156,378.79998779296875,370.29998779296875,378.79998779296875,378.79998779296875,44
2020-03-11,373.3999938964844,382.70001220703125,371.0,373.5,373.5,37
2020-03-12,330.0,360.0,330.0,330.1000061035156,330.1000061035156,21
2020-03-13,343.0,350.0,335.0,350.0,350.0,1152
2020-03-16,325.0,325.0,325.0,325.0,325.0,58
2020-03-17,318.5,318.5,305.29998779296875,310.0,310.0,525
2020-03-18,305.3999938964844,309.8999938964844,292.8999938964844,303.3999938964844,303.3999938964844,434
2020-03-19,306.3999938964844,321.3999938964844,306.3999938964844,319.79998779296875,319.79998779296875,285
2020-03-20,325.8999938964844,335.3999938964844,319.0,322.29998779296875,322.29998779296875,289
2020-03-23,321.3999938964844,326.79998779296875,310.8999938964844,320.20001220703125,320.20001220703125,159
2020-03-24,328.8999938964844,329.3999938964844,317.0,321.5,321.5,195
2020-03-25,319.6000061035156,320.0,307.8999938964844,311.6000061035156,311.6000061035156,214
2020-03-26,316.29998779296875,322.20001220703125,311.29998779296875,320.79998779296875,320.79998779296875,204
2020-03-27,312.3999938964844,317.70001220703125,308.0,311.29998779296875,311.29998779296875,202
2020-03-30,305.5,307.1000061035156,296.0,296.5,296.5,216
2020-03-31,293.0,293.0,278.5,278.5,278.5,373
2020-04-01,271.1000061035156,271.20001220703125,251.5,259.79998779296875,259.79998779296875,347
2020-04-02,260.3999938964844,277.0,258.20001220703125,264.1000061035156,264.1000061035156,250
2020-04-03,260.6000061035156,265.6000061035156,255.5,264.0,264.0,146
2020-04-06,282.0,282.0,282.0,282.0,282.0,93
2020-04-07,294.1000061035156,309.0,294.1000061035156,307.3999938964844,307.3999938964844,293
2020-04-08,309.5,313.79998779296875,300.70001220703125,304.1000061035156,304.1000061035156,198
2020-04-09,312.6000061035156,322.1000061035156,295.20001220703125,322.1000061035156,322.1000061035156,273
2020-04-13,326.1000061035156,334.70001220703125,322.0,333.70001220703125,333.70001220703125,186
2020-04-14,335.5,344.3999938964844,330.0,331.0,331.0,283
2020-04-15,332.6000061035156,334.3999938964844,317.5,324.0,324.0,217
2020-04-16,322.1000061035156,338.79998779296875,317.5,332.6000061035156,332.6000061035156,255
2020-04-17,337.8999938964844,344.70001220703125,329.8999938964844,341.70001220703125,341.70001220703125,237
2020-04-20,333.0,340.6000061035156,326.0,328.5,328.5,255
2020-04-21,324.70001220703125,325.6000061035156,314.0,317.5,317.5,232
2020-04-22,323.70001220703125,329.3999938964844,320.8999938964844,329.3999938964844,329.3999938964844,184
2020-04-23,329.20001220703125,333.29998779296875,324.70001220703125,325.20001220703125,325.20001220703125,125
2020-04-24,323.70001220703125,330.20001220703125,320.0,322.29998779296875,322.29998779296875,113
2020-04-27,318.29998779296875,318.29998779296875,311.1000061035156,315.6000061035156,315.6000061035156,61
2020-04-28,314.0,331.5,314.0,326.5,326.5,104
2020-04-29,325.0,325.0,317.29998779296875,317.8999938964844,317.8999938964844,32
2020-04-30,320.6000061035156,324.70001220703125,314.5,319.70001220703125,319.70001220703125,69
2020-05-01,320.0,332.29998779296875,320.0,327.0,327.0,70
2020-05-04,331.70001220703125,334.8999938964844,328.0,330.0,330.0,69
2020-05-05,334.70001220703125,339.70001220703125,334.70001220703125,336.20001220703125,336.20001220703125,68
2020-05-06,337.0,340.0,325.20001220703125,327.3999938964844,327.3999938964844,68
2020-05-07,322.20001220703125,333.1000061035156,320.20001220703125,332.0,332.0,29
2020-05-08,335.0,342.6000061035156,335.0,342.6000061035156,342.6000061035156,35
2020-05-11,344.1000061035156,349.0,331.0,331.0,331.0,46
2020-05-12,342.0,342.0,341.0,341.0,341.0,17
2020-05-13,334.3999938964844,345.0,334.3999938964844,335.1000061035156,335.1000061035156,27
2020-05-14,335.1000061035156,345.0,335.1000061035156,343.5,343.5,43
2020-05-15,328.5,333.0,328.5,333.0,333.0,119
2020-05-18,349.79998779296875,351.0,343.29998779296875,346.20001220703125,346.20001220703125,135
2020-05-19,350.0,355.79998779296875,348.1000061035156,354.29998779296875,354.29998779296875,207
2020-05-20,353.20001220703125,372.79998779296875,349.8999938964844,367.5,367.5,376
2020-05-21,366.0,376.0,362.1000061035156,370.29998779296875,370.29998779296875,351
2020-05-22,370.0,374.0,363.8999938964844,367.5,367.5,183
2020-05-26,371.5,375.0,353.79998779296875,356.79998779296875,356.79998779296875,247
2020-05-27,357.79998779296875,361.8999938964844,356.0,359.8999938964844,359.8999938964844,112
2020-05-28,362.6000061035156,378.5,354.6000061035156,368.29998779296875,368.29998779296875,467
2020-05-29,367.8999938964844,370.29998779296875,362.20001220703125,367.1000061035156,367.1000061035156,225
2020-06-01,362.29998779296875,367.70001220703125,362.20001220703125,362.29998779296875,362.29998779296875,153
2020-06-02,362.20001220703125,362.29998779296875,356.5,357.0,357.0,199
2020-06-03,359.6000061035156,359.6000061035156,346.29998779296875,348.1000061035156,348.1000061035156,262
2020-06-04,350.1000061035156,357.29998779296875,350.1000061035156,356.20001220703125,356.20001220703125,195
2020-06-05,361.6000061035156,368.79998779296875,360.6000061035156,368.79998779296875,368.79998779296875,279
2020-06-08,368.79998779296875,376.79998779296875,368.79998779296875,370.79998779296875,370.79998779296875,310
2020-06-09,369.79998779296875,369.79998779296875,354.0,357.6000061035156,357.6000061035156,283
2020-06-10,357.79998779296875,367.5,354.0,362.0,362.0,183
2020-06-11,360.70001220703125,368.8999938964844,349.70001220703125,351.0,351.0,329
2020-06-12,354.70001220703125,360.1000061035156,351.0,354.6000061035156,354.6000061035156,201
2020-06-15,351.1000061035156,362.6000061035156,351.1000061035156,361.29998779296875,361.29998779296875,223
2020-06-16,364.70001220703125,375.0,364.70001220703125,373.3999938964844,373.3999938964844,413
2020-06-17,371.1000061035156,386.0,367.1000061035156,382.29998779296875,382.29998779296875,375
2020-06-18,385.70001220703125,401.29998779296875,382.79998779296875,401.29998779296875,401.29998779296875,460
2020-06-19,409.8999938964844,424.70001220703125,407.5,421.3999938964844,421.3999938964844,419
2020-06-22,418.0,435.1000061035156,417.8999938964844,430.1000061035156,430.1000061035156,386
2020-06-23,430.0,441.29998779296875,427.29998779296875,440.70001220703125,440.70001220703125,249
2020-06-24,438.1000061035156,438.8999938964844,422.70001220703125,428.79998779296875,428.79998779296875,251
2020-06-25,426.79998779296875,444.0,426.79998779296875,435.6000061035156,435.6000061035156,151
2020-06-26,440.0,447.70001220703125,427.5,430.5,430.5,208
2020-06-29,425.1000061035156,430.3999938964844,422.29998779296875,426.1000061035156,426.1000061035156,100
2020-06-30,428.70001220703125,438.29998779296875,427.20001220703125,435.70001220703125,435.70001220703125,135
2020-07-01,439.0,439.29998779296875,435.1000061035156,438.6000061035156,438.6000061035156,62
2020-07-02,443.70001220703125,454.0,443.70001220703125,448.0,448.0,70
2020-07-06,449.6000061035156,460.1000061035156,449.6000061035156,460.1000061035156,460.1000061035156,50
2020-07-07,466.1000061035156,474.79998779296875,461.20001220703125,471.0,471.0,51
2020-07-08,470.20001220703125,487.0,465.0,485.0,485.0,39
2020-07-09,486.29998779296875,499.0,482.29998779296875,499.0,499.0,88
2020-07-10,499.0,570.0,499.0,539.0,539.0,60
2020-07-13,544.0999755859375,549.9000244140625,533.4000244140625,533.4000244140625,533.4000244140625,24
2020-07-14,553.0,583.0,553.0,583.0,583.0,7
2020-07-15,600.0,600.0,600.0,600.0,600.0,409
2020-07-16,508.0,524.2000122070312,508.0,524.2000122070312,524.2000122070312,493
2020-07-17,534.5999755859375,553.2000122070312,531.0999755859375,550.7999877929688,550.7999877929688,569
2020-07-20,553.0,564.2999877929688,531.7999877929688,532.2000122070312,532.2000122070312,561
2020-07-21,529.5,529.5,513.2000122070312,513.2000122070312,513.2000122070312,320
2020-07-22,509.0,524.0,484.20001220703125,510.5,510.5,769
2020-07-23,511.0,529.5,505.0,522.4000244140625,522.4000244140625,462
2020-07-24,531.5999755859375,541.4000244140625,531.5,541.4000244140625,541.4000244140625,328
2020-07-27,555.0999755859375,570.4000244140625,555.0999755859375,567.9000244140625,567.9000244140625,437
2020-07-28,568.0,579.2000122070312,561.9000244140625,566.9000244140625,566.9000244140625,354
2020-07-29,574.0999755859375,585.9000244140625,569.0,585.0,585.0,259
2020-07-30,588.7999877929688,589.2999877929688,567.0,580.4000244140625,580.4000244140625,448
2020-07-31,594.7999877929688,598.7999877929688,575.2000122070312,585.7999877929688,585.7999877929688,553
2020-08-03,595.0,600.7999877929688,584.0999755859375,596.2000122070312,596.2000122070312,276
2020-08-04,597.7000122070312,611.0,586.5999755859375,610.9000244140625,610.9000244140625,371
2020-08-05,612.4000244140625,624.5999755859375,603.2000122070312,622.5999755859375,622.5999755859375,448
2020-08-06,626.5,641.5999755859375,618.9000244140625,641.5999755859375,641.5999755859375,286
2020-08-07,649.4000244140625,659.4000244140625,630.0,648.0,648.0,730
2020-08-10,650.0,664.9000244140625,646.2999877929688,662.5,662.5,250
2020-08-11,662.5,681.5,660.0,681.5,681.5,422
2020-08-12,695.0,710.5,691.7000122070312,706.0,706.0,556
2020-08-13,710.0,725.0,703.0,725.0,725.0,508
2020-08-14,734.0999755859375,748.0,703.2000122070312,726.5,726.5,850
2020-08-17,724.0,738.5,709.5999755859375,735.0,735.0,513
2020-08-18,751.0,754.0,751.0,754.0,754.0,375
2020-08-19,770.5999755859375,783.0,767.0,782.9000244140625,782.9000244140625,784
2020-08-20,789.9000244140625,801.9000244140625,778.0,801.9000244140625,801.9000244140625,711
2020-08-21,819.0,830.9000244140625,811.5,830.9000244140625,830.9000244140625,761
2020-08-24,839.0999755859375,859.9000244140625,801.9000244140625,810.2999877929688,810.2999877929688,1333
2020-08-25,796.2999877929688,829.2999877929688,791.2999877929688,829.2999877929688,829.2999877929688,844
2020-08-26,847.0999755859375,858.2999877929688,844.2999877929688,858.2999877929688,858.2999877929688,317
2020-08-27,887.2999877929688,887.2999877929688,887.2999877929688,887.2999877929688,887.2999877929688,280
2020-08-28,916.2999877929688,916.2999877929688,883.2999877929688,915.5,915.5,920
2020-08-31,917.5,934.5,917.5,928.0,928.0,302
2020-09-01,931.0,933.0,898.0999755859375,928.5,928.5,162
2020-09-02,924.9000244140625,925.0,900.0,903.2999877929688,903.2999877929688,83
2020-09-03,888.2999877929688,888.2999877929688,805.0,830.0,830.0,169
2020-09-04,810.0,888.0,781.9000244140625,879.9000244140625,879.9000244140625,175
2020-09-08,871.0,905.0,871.0,875.0,875.0,95
2020-09-09,883.0,910.9000244140625,875.0,900.0,900.0,122
2020-09-10,909.0,945.0,899.0,939.0,939.0,81
2020-09-11,943.0,949.0,934.0,948.0,948.0,41
2020-09-14,953.5,1000.0,950.0,984.5,984.5,74
2020-09-15,955.0,955.0,920.0,920.0,920.0,805
2020-09-16,633.2999877929688,637.4000244140625,611.4000244140625,612.0,612.0,484
2020-09-17,610.0999755859375,629.0,593.0,597.5999755859375,597.5999755859375,319
2020-09-18,597.5999755859375,608.4000244140625,578.5999755859375,578.5999755859375,578.5999755859375,220
2020-09-21,549.5999755859375,549.5999755859375,549.5999755859375,549.5999755859375,549.5999755859375,90
2020-09-22,554.5999755859375,578.5999755859375,550.0999755859375,578.5999755859375,578.5999755859375,335
2020-09-23,604.0999755859375,607.5999755859375,595.4000244140625,607.5999755859375,607.5999755859375,134
2020-09-24,636.5,636.5999755859375,578.5999755859375,578.5999755859375,578.5999755859375,346
2020-09-25,575.2000122070312,607.5999755859375,569.7999877929688,607.5999755859375,607.5999755859375,226
2020-09-28,611.0999755859375,630.0,578.5999755859375,578.5999755859375,578.5999755859375,245
2020-09-29,568.7999877929688,603.5,557.5999755859375,602.2000122070312,602.2000122070312,218
2020-09-30,592.7000122070312,621.2000122070312,592.7000122070312,612.2000122070312,612.2000122070312,273
2020-10-01,620.2000122070312,629.5,605.2000122070312,622.0,622.0,198
2020-10-02,612.5999755859375,612.5999755859375,603.0,603.0,603.0,148
2020-10-05,600.0,609.5,578.5999755859375,602.0999755859375,602.0999755859375,170
2020-10-06,602.0,607.0,583.0999755859375,583.0999755859375,583.0999755859375,163
2020-10-07,571.5,580.4000244140625,560.0999755859375,567.2999877929688,567.2999877929688,172
2020-10-08,573.5,586.2999877929688,571.4000244140625,586.2999877929688,586.2999877929688,203
2020-10-09,586.2999877929688,586.2999877929688,557.2999877929688,557.2999877929688,557.2999877929688,275
2020-10-12,550.0,550.0,530.7999877929688,535.7999877929688,535.7999877929688,210
2020-10-13,535.2000122070312,537.5,525.0,535.4000244140625,535.4000244140625,180
2020-10-14,540.5,554.4000244140625,540.5,548.9000244140625,548.9000244140625,170
2020-10-15,541.2999877929688,546.9000244140625,536.0,537.7000122070312,537.7000122070312,169
2020-10-16,540.0,546.9000244140625,533.4000244140625,534.0,534.0,233
2020-10-19,536.0,552.9000244140625,534.0,550.7000122070312,550.7000122070312,272
2020-10-20,556.0999755859375,567.2000122070312,531.7000122070312,531.7000122070312,531.7000122070312,347
2020-10-21,528.2999877929688,536.5,520.0,522.0,522.0,239
2020-10-22,521.7999877929688,538.0999755859375,518.5999755859375,531.4000244140625,531.4000244140625,201
2020-10-23,529.4000244140625,529.4000244140625,512.5999755859375,515.2999877929688,515.2999877929688,273
2020-10-26,510.0,514.0999755859375,498.6000061035156,503.0,503.0,274
2020-10-27,502.79998779296875,518.4000244140625,498.0,505.20001220703125,505.20001220703125,233
2020-10-28,500.0,509.0,490.79998779296875,499.3999938964844,499.3999938964844,324
2020-10-29,502.20001220703125,502.20001220703125,493.8999938964844,497.5,497.5,191
2020-10-30,498.0,501.0,492.79998779296875,495.6000061035156,495.6000061035156,271
2020-11-02,498.5,514.9000244140625,495.0,507.0,507.0,238
2020-11-03,515.7000122070312,540.0999755859375,510.8999938964844,536.4000244140625,536.4000244140625,233
2020-11-04,528.2000122070312,553.5,528.2000122070312,549.0,549.0,92
2020-11-05,552.5,567.0999755859375,552.0,565.9000244140625,565.9000244140625,101
2020-11-06,565.0,569.2999877929688,540.7999877929688,555.2000122070312,555.2000122070312,78
2020-11-09,565.0,585.0,565.0,585.0,585.0,51
2020-11-10,569.9000244140625,589.4000244140625,569.9000244140625,580.0,580.0,57
2020-11-11,580.0,580.0,569.2000122070312,569.5,569.5,21
2020-11-12,565.0,569.0,559.0,559.0,559.0,54
2020-11-13,579.9000244140625,589.0999755859375,572.9000244140625,589.0999755859375,589.0999755859375,138
2020-11-16,574.7999877929688,599.4000244140625,574.7999877929688,593.5,593.5,169
2020-11-17,596.2999877929688,617.7000122070312,590.7999877929688,610.5999755859375,610.5999755859375,340
2020-11-18,615.9000244140625,622.0999755859375,593.0999755859375,595.7000122070312,595.7000122070312,219
2020-11-19,595.2000122070312,627.7000122070312,593.5,616.9000244140625,616.9000244140625,234
2020-11-20,625.7999877929688,641.2999877929688,622.0,630.0999755859375,630.0999755859375,195
2020-11-23,635.0,635.0,614.0999755859375,618.4000244140625,618.4000244140625,193
2020-11-24,612.0,612.0999755859375,586.5999755859375,600.5,600.5,256
2020-11-25,603.0,625.0,599.2000122070312,617.0999755859375,617.0999755859375,126
2020-11-27,620.5,632.0999755859375,614.2999877929688,630.9000244140625,630.9000244140625,45
2020-11-30,627.5,648.0,615.0,636.7999877929688,636.7999877929688,263
2020-12-01,641.2000122070312,648.9000244140625,634.5,635.2000122070312,635.2000122070312,240
2020-12-02,633.0,657.4000244140625,633.0,649.0,649.0,300
2020-12-03,657.5,663.4000244140625,653.5999755859375,660.0,660.0,176
2020-12-04,666.7000122070312,678.7000122070312,659.2000122070312,678.5999755859375,678.5999755859375,299
2020-12-07,680.0,697.7999877929688,680.0,696.7999877929688,696.7999877929688,282
2020-12-08,702.7000122070312,728.7999877929688,701.4000244140625,725.2000122070312,725.2000122070312,340
2020-12-09,736.7000122070312,757.2000122070312,736.7000122070312,754.5,754.5,319
2020-12-10,747.5,786.5,747.5,786.5,786.5,437
2020-12-11,796.0999755859375,801.5999755859375,762.2000122070312,795.0,795.0,395
2020-12-14,800.0,819.7999877929688,785.0,813.0,813.0,277
2020-12-15,826.9000244140625,845.0,801.2000122070312,826.0,826.0,381
2020-12-16,829.2999877929688,830.5,794.0,818.5999755859375,818.5999755859375,294
2020-12-17,825.0,850.5999755859375,814.5999755859375,840.0999755859375,840.0999755859375,289
2020-12-18,851.0999755859375,853.5999755859375,827.0,850.2999877929688,850.2999877929688,369
2020-12-21,829.4000244140625,882.2999877929688,829.4000244140625,882.2999877929688,882.2999877929688,280
2020-12-22,892.2999877929688,900.5,871.0,884.5999755859375,884.5999755859375,323
2020-12-23,885.0,895.0,863.2000122070312,869.2000122070312,869.2000122070312,301
2020-12-24,872.0,889.5999755859375,872.0,884.4000244140625,884.4000244140625,112
2020-12-28,897.0999755859375,897.0999755859375,866.0,885.0,885.0,163
2020-12-29,884.5,896.5999755859375,858.7999877929688,888.0999755859375,888.0999755859375,189
2020-12-30,883.0999755859375,883.0999755859375,867.7000122070312,873.9000244140625,873.9000244140625,122
2020-12-31,869.0999755859375,875.0,847.0,873.0999755859375,873.0999755859375,156
2021-01-04,873.0999755859375,883.0,864.0,876.7999877929688,876.7999877929688,116
2021-01-05,867.5,885.0,864.9000244140625,877.5,877.5,151
2021-01-06,884.5999755859375,912.2000122070312,870.0,902.0,902.0,105
2021-01-07,896.0,905.0,889.2000122070312,889.2000122070312,889.2000122070312,37
2021-01-08,895.0999755859375,895.0999755859375,870.0,870.0,870.0,22
2021-01-11,865.0,871.2999877929688,840.2999877929688,843.5,843.5,79
2021-01-12,841.0,841.0,810.0,822.0,822.0,81
2021-01-13,822.0,822.0,810.0,810.0,810.0,13
2021-01-14,810.0,868.7999877929688,810.0,843.0,843.0,60
2021-01-15,821.0,830.0,800.0999755859375,800.0999755859375,800.0999755859375,150
2021-01-19,657.0,683.7000122070312,651.4000244140625,668.0,668.0,123
2021-01-20,679.2000122070312,700.0,679.2000122070312,700.0,700.0,248
2021-01-21,739.4000244140625,748.0,732.0,748.0,748.0,195
2021-01-22,796.0,796.0,796.0,796.0,796.0,413
2021-01-25,828.0,842.9000244140625,800.5999755859375,823.0999755859375,823.0999755859375,404
2021-01-26,831.4000244140625,855.0999755859375,831.4000244140625,855.0999755859375,855.0999755859375,258
2021-01-27,870.0,875.0,828.7999877929688,865.0,865.0,242
2021-01-28,858.0,897.0,858.0,892.5999755859375,892.5999755859375,167
2021-01-29,888.7999877929688,897.0,868.7999877929688,887.0,887.0,266
2021-02-01,887.0,890.0,859.0,870.7999877929688,870.7999877929688,299
2021-02-02,869.4000244140625,876.9000244140625,842.9000244140625,857.4000244140625,857.4000244140625,177
2021-02-03,866.0,889.4000244140625,850.4000244140625,884.0,884.0,172
2021-02-04,884.0,889.4000244140625,867.7000122070312,883.5999755859375,883.5999755859375,130
2021-02-05,881.0,915.5999755859375,880.0,915.5999755859375,915.5999755859375,171
2021-02-08,950.0,951.0,905.5999755859375,940.0,940.0,243
2021-02-09,926.9000244140625,950.9000244140625,920.0,947.0,947.0,177
2021-02-10,943.7999877929688,970.0,941.5999755859375,950.7999877929688,950.7999877929688,161
2021-02-11,950.7999877929688,982.7999877929688,950.7999877929688,979.0,979.0,366
2021-02-12,979.0,991.9000244140625,970.7000122070312,982.0999755859375,982.0999755859375,227
2021-02-16,979.0,994.9000244140625,968.2999877929688,992.4000244140625,992.4000244140625,274
2021-02-17,995.9000244140625,996.2999877929688,980.2999877929688,986.7999877929688,986.7999877929688,286
2021-02-18,986.9000244140625,1004.9000244140625,984.0999755859375,1004.5,1004.5,302
2021-02-19,1004.0,1004.5,978.9000244140625,990.2999877929688,990.2999877929688,297
2021-02-22,982.0,1022.2999877929688,982.0,1021.7999877929688,1021.7999877929688,359
2021-02-23,1024.199951171875,1030.4000244140625,989.7999877929688,1018.0999755859375,1018.0999755859375,209
2021-02-24,1014.4000244140625,1021.5,997.0,1010.7999877929688,1010.7999877929688,200
2021-02-25,1010.7999877929688,1013.7000122070312,996.0999755859375,1007.0,1007.0,124
